symbol,refseq,tag,ensembl_id,gene_id
ZDHHC17,NM_015336.4,MANE Select,ENST00000426126.7,23390
CSRP2,NM_001321.3,MANE Select,ENST00000311083.10,1466
E2F7,NM_203394.3,MANE Select,ENST00000322886.12,144455
NAV3,NM_001024383.2,MANE Select,ENST00000397909.7,89795
SYT1,NM_005639.3,MANE Select,ENST00000261205.9,6857
PAWR,NM_002583.4,MANE Select,ENST00000328827.9,5074
PPP1R12A,NM_002480.3,MANE Select,ENST00000450142.7,4659
OTOGL,NM_001378609.3,MANE Select,ENST00000547103.7,283310
PTPRQ,NM_001145026.2,MANE Select,ENST00000644991.3,374462
MYF6,NM_002469.3,MANE Select,ENST00000228641.4,4618
MYF5,NM_005593.3,MANE Select,ENST00000228644.4,4617
LIN7A,NM_004664.4,MANE Select,ENST00000552864.6,8825
ACSS3,NM_024560.4,MANE Select,ENST00000548058.6,79611
PPFIA2,NM_003625.5,MANE Select,ENST00000549396.6,8499
CCDC59,NM_014167.5,MANE Select,ENST00000256151.8,29080
METTL25,NM_032230.3,MANE Select,ENST00000248306.8,84190
TMTC2,NM_152588.3,MANE Select,ENST00000321196.8,160335
SLC6A15,NM_182767.6,MANE Select,ENST00000266682.10,55117
TSPAN19,NM_001100917.2,MANE Select,ENST00000532498.7,144448
LRRIQ1,NM_001079910.2,MANE Select,ENST00000393217.7,84125
ALX1,NM_006982.3,MANE Select,ENST00000316824.4,8092
RASSF9,NM_005447.4,MANE Select,ENST00000361228.5,9182
NTS,NM_006183.5,MANE Select,ENST00000256010.7,4922
MGAT4C,NM_001351288.2,MANE Select,ENST00000611864.5,25834
C12orf50,NM_152589.3,MANE Select,ENST00000298699.7,160419
C12orf29,NM_001009894.3,MANE Select,ENST00000356891.4,91298
CEP290,NM_025114.4,MANE Select,ENST00000552810.6,80184
TMTC3,NM_181783.4,MANE Select,ENST00000266712.11,160418
KITLG,NM_000899.5,MANE Select,ENST00000644744.1,4254
DUSP6,NM_001946.4,MANE Select,ENST00000279488.8,1848
POC1B,NM_172240.3,MANE Select,ENST00000313546.8,282809
GALNT4,NM_003774.5,MANE Select,ENST00000529983.3,8693
ATP2B1,NM_001366521.1,MANE Select,ENST00000428670.8,490
CCER1,NM_152638.4,MANE Select,ENST00000358859.3,196477
EPYC,NM_004950.5,MANE Select,ENST00000261172.8,1833
KERA,NM_007035.4,MANE Select,ENST00000266719.4,11081
LUM,NM_002345.4,MANE Select,ENST00000266718.5,4060
DCN,NM_001920.5,MANE Select,ENST00000052754.10,1634
BTG1,NM_001731.3,MANE Select,ENST00000256015.5,694
PLEKHG7,NM_001377329.1,MANE Select,ENST00000344636.6,440107
EEA1,NM_003566.4,MANE Select,ENST00000322349.13,8411
NUDT4,NM_019094.6,MANE Select,ENST00000415493.7,11163
UBE2N,NM_003348.4,MANE Select,ENST00000318066.7,7334
MRPL42,NM_014050.4,MANE Select,ENST00000549982.6,28977
SOCS2,NM_001270471.2,MANE Select,ENST00000551556.2,8835
CRADD,NM_003805.5,MANE Select,ENST00000332896.8,8738
PLXNC1,NM_005761.3,MANE Select,ENST00000258526.9,10154
CEP83,NM_016122.3,MANE Select,ENST00000397809.10,51134
TMCC3,NM_020698.4,MANE Select,ENST00000261226.9,57458
NDUFA12,NM_018838.5,MANE Select,ENST00000327772.7,55967
NR2C1,NM_003297.4,MANE Select,ENST00000333003.10,7181
FGD6,NM_018351.4,MANE Select,ENST00000343958.9,55785
VEZT,NM_017599.4,MANE Select,ENST00000436874.6,55591
METAP2,NM_006838.4,MANE Select,ENST00000323666.10,10988
USP44,NM_032147.5,MANE Select,ENST00000258499.8,84101
NTN4,NM_021229.4,MANE Select,ENST00000343702.9,59277
SNRPF,NM_003095.5,MANE Select,ENST00000266735.10,6636
CCDC38,NM_182496.3,MANE Select,ENST00000344280.8,120935
AMDHD1,NM_152435.3,MANE Select,ENST00000266736.7,144193
HAL,NM_002108.4,MANE Select,ENST00000261208.8,3034
LTA4H,NM_000895.3,MANE Select,ENST00000228740.7,4048
ELK3,NM_005230.4,MANE Select,ENST00000228741.8,2004
CDK17,NM_002595.5,MANE Select,ENST00000261211.8,5128
CFAP54,NM_001306084.2,MANE Select,ENST00000524981.9,144535
NEDD1,NM_152905.4,MANE Select,ENST00000266742.9,121441
TMPO,NM_001032283.3,MANE Select,ENST00000556029.6,7112
SLC25A3,NM_005888.4,MANE Plus Clinical,ENST00000228318.8,5250
SLC25A3,NM_002635.4,MANE Select,ENST00000552981.6,5250
IKBIP,NM_153687.4,MANE Select,ENST00000299157.5,121457
APAF1,NM_181861.2,MANE Select,ENST00000551964.6,317
ANKS1B,NM_001352186.2,MANE Select,ENST00000683438.2,56899
FAM71C,NM_153364.4,MANE Select,ENST00000324341.2,196472
UHRF1BP1L,NM_015054.2,MANE Select,ENST00000279907.12,23074
ACTR6,NM_022496.5,MANE Select,ENST00000188312.7,64431
DEPDC4,NM_001364818.2,MANE Select,ENST00000550587.6,120863
SCYL2,NM_017988.6,MANE Select,ENST00000360820.7,55681
SLC17A8,NM_139319.3,MANE Select,ENST00000323346.10,246213
NR1H4,NM_001206979.2,MANE Select,ENST00000392986.8,9971
GAS2L3,NM_174942.3,MANE Select,ENST00000547754.6,283431
ANO4,NM_001286615.2,MANE Select,ENST00000392977.8,121601
SLC5A8,NM_145913.5,MANE Select,ENST00000536262.3,160728
UTP20,NM_014503.3,MANE Select,ENST00000261637.5,27340
ARL1,NM_001177.6,MANE Select,ENST00000261636.13,400
SPIC,NM_152323.3,MANE Select,ENST00000551346.2,121599
MYBPC1,NM_002465.4,MANE Select,ENST00000361466.7,4604
CHPT1,NM_020244.3,MANE Select,ENST00000229266.8,56994
SYCP3,NM_001177949.2,MANE Select,ENST00000392924.2,50511
GNPTAB,NM_024312.5,MANE Select,ENST00000299314.12,79158
DRAM1,NM_018370.3,MANE Select,ENST00000258534.13,55332
WASHC3,NM_016053.4,MANE Select,ENST00000240079.11,51019
NUP37,NM_024057.4,MANE Select,ENST00000552283.6,79023
PARPBP,NM_017915.5,MANE Select,ENST00000327680.7,55010
PMCH,NM_002674.4,MANE Select,ENST00000329406.5,5367
IGF1,NM_000618.5,MANE Select,ENST00000337514.11,3479
PAH,NM_000277.3,MANE Select,ENST00000553106.6,5053
ASCL1,NM_004316.4,MANE Select,ENST00000266744.4,429
C12orf42,NM_198521.5,MANE Select,ENST00000548883.6,374470
STAB2,NM_017564.10,MANE Select,ENST00000388887.7,55576
NT5DC3,NM_001031701.3,MANE Select,ENST00000392876.8,51559
HSP90B1,NM_003299.3,MANE Select,ENST00000299767.10,7184
C12orf73,NM_001135570.3,MANE Select,ENST00000378090.9,728568
TDG,NM_003211.6,MANE Select,ENST00000392872.8,6996
GLT8D2,NM_001384711.1,MANE Select,ENST00000360814.9,83468
HCFC2,NM_013320.3,MANE Select,ENST00000229330.9,29915
NFYB,NM_006166.4,MANE Select,ENST00000240055.8,4801
TXNRD1,NM_001093771.3,MANE Select,ENST00000525566.6,7296
EID3,NM_001008394.3,MANE Select,ENST00000527879.2,493861
CHST11,NM_018413.6,MANE Select,ENST00000303694.6,50515
SLC41A2,NM_001352171.3,MANE Select,ENST00000258538.8,84102
NOPCHAP1,NM_152318.3,MANE Select,ENST00000552951.7,121053
ALDH1L2,NM_001034173.4,MANE Select,ENST00000258494.14,160428
WASHC4,NM_015275.3,MANE Select,ENST00000332180.10,23325
APPL2,NM_018171.5,MANE Select,ENST00000258530.8,55198
C12orf75,NM_001145199.2,MANE Select,ENST00000443585.6,387882
NUAK1,NM_014840.3,MANE Select,ENST00000261402.7,9891
CKAP4,NM_006825.4,MANE Select,ENST00000378026.5,10970
TCP11L2,NM_152772.3,MANE Select,ENST00000299045.8,255394
POLR3B,NM_018082.6,MANE Select,ENST00000228347.9,55703
RFX4,NM_213594.3,MANE Select,ENST00000392842.6,5992
RIC8B,NM_001330145.2,MANE Select,ENST00000392837.9,55188
TMEM263,NM_152261.4,MANE Select,ENST00000280756.9,90488
MTERF2,NM_001033050.3,MANE Select,ENST00000240050.9,80298
CRY1,NM_004075.5,MANE Select,ENST00000008527.10,1407
BTBD11,NM_001018072.2,MANE Select,ENST00000280758.10,121551
PWP1,NM_007062.3,MANE Select,ENST00000412830.8,11137
PRDM4,NM_012406.4,MANE Select,ENST00000228437.10,11108
ASCL4,NM_203436.3,MANE Select,ENST00000342331.5,121549
WSCD2,NM_014653.4,MANE Select,ENST00000547525.6,9671
CMKLR1,NM_001142343.2,MANE Select,ENST00000550402.6,1240
FICD,NM_007076.3,MANE Select,ENST00000552695.6,11153
SART3,NM_014706.4,MANE Select,ENST00000546815.6,9733
ISCU,NM_213595.4,MANE Select,ENST00000311893.14,23479
TMEM119,NM_181724.3,MANE Select,ENST00000392806.4,338773
SELPLG,NM_003006.4,MANE Select,ENST00000550948.2,6404
CORO1C,NM_014325.4,MANE Select,ENST00000261401.8,23603
SSH1,NM_018984.4,MANE Select,ENST00000326495.10,54434
DAO,NM_001917.5,MANE Select,ENST00000228476.8,1610
SVOP,NM_018711.5,MANE Select,ENST00000610966.5,55530
USP30,NM_032663.5,MANE Select,ENST00000257548.10,84749
ALKBH2,NM_001145374.2,MANE Select,ENST00000429722.3,121642
UNG,NM_080911.3,MANE Select,ENST00000242576.7,7374
ACACB,NM_001093.4,MANE Select,ENST00000338432.12,32
FOXN4,NM_213596.3,MANE Select,ENST00000299162.10,121643
MYO1H,NM_001101421.4,MANE Select,ENST00000310903.10,283446
KCTD10,NM_031954.5,MANE Select,ENST00000228495.11,83892
UBE3B,NM_130466.4,MANE Select,ENST00000342494.8,89910
MMAB,NM_052845.4,MANE Select,ENST00000545712.7,326625
MVK,NM_000431.4,MANE Select,ENST00000228510.8,4598
FAM222A,NM_032829.3,MANE Select,ENST00000538780.2,84915
TRPV4,NM_021625.5,MANE Select,ENST00000261740.7,59341
GLTP,NM_016433.4,MANE Select,ENST00000318348.9,51228
TCHP,NM_001143852.2,MANE Select,ENST00000405876.9,84260
GIT2,NM_057169.5,MANE Select,ENST00000355312.8,9815
ANKRD13A,NM_033121.2,MANE Select,ENST00000261739.9,88455
C12orf76,NM_001389625.1,MANE Select,ENST00000615315.2,400073
IFT81,NM_014055.4,MANE Select,ENST00000242591.10,28981
ATP2A2,NM_170665.4,MANE Select,ENST00000539276.7,488
ANAPC7,NM_016238.3,MANE Select,ENST00000455511.9,51434
ARPC3,NM_001278556.2,MANE Select,ENST00000228825.12,10094
GPN3,NM_016301.4,MANE Select,ENST00000228827.8,51184
FAM216A,NM_013300.3,MANE Select,ENST00000377673.10,29902
VPS29,NM_016226.5,MANE Select,ENST00000549578.6,51699
RAD9B,NM_001286535.2,MANE Select,ENST00000409300.6,144715
PPTC7,NM_139283.2,MANE Select,ENST00000354300.5,160760
TCTN1,NM_001082538.3,MANE Select,ENST00000397659.9,79600
HVCN1,NM_032369.4,MANE Select,ENST00000242607.13,84329
PPP1CC,NM_002710.4,MANE Select,ENST00000335007.10,5501
CCDC63,NM_152591.3,MANE Select,ENST00000308208.10,160762
MYL2,NM_000432.4,MANE Select,ENST00000228841.15,4633
CUX2,NM_015267.4,MANE Select,ENST00000261726.11,23316
PHETA1,NM_144671.6,MANE Select,ENST00000683047.1,144717
SH2B3,NM_005475.3,MANE Select,ENST00000341259.7,10019
ATXN2,NM_001372574.1,MANE Select,ENST00000673436.1,6311
BRAP,NM_006768.5,MANE Select,ENST00000419234.9,8315
ACAD10,NM_025247.6,MANE Select,ENST00000313698.9,80724
ALDH2,NM_000690.4,MANE Select,ENST00000261733.7,217
MAPKAPK5,NM_003668.4,MANE Select,ENST00000550735.7,8550
TMEM116,NM_001193531.2,MANE Select,ENST00000552374.7,89894
ERP29,NM_006817.4,MANE Select,ENST00000261735.4,10961
NAA25,NM_024953.4,MANE Select,ENST00000261745.9,80018
TRAFD1,NM_006700.3,MANE Select,ENST00000412615.7,10906
HECTD4,NM_001388303.1,MANE Select,ENST00000682272.1,283450
RPL6,NM_000970.6,MANE Select,ENST00000202773.14,6128
PTPN11,NM_002834.5,MANE Select,ENST00000351677.7,5781
RPH3A,NM_001143854.2,MANE Select,ENST00000389385.9,22895
OAS1,NM_016816.4,MANE Select,ENST00000202917.10,4938
OAS3,NM_006187.4,MANE Select,ENST00000228928.12,4940
OAS2,NM_002535.3,MANE Select,ENST00000392583.7,4939
DTX1,NM_004416.3,MANE Select,ENST00000548759.2,1840
RASAL1,NM_001301202.2,MANE Select,ENST00000548055.2,8437
CFAP73,NM_001144872.3,MANE Select,ENST00000335621.11,387885
DDX54,NM_024072.4,MANE Select,ENST00000306014.10,79039
RITA1,NM_032848.3,MANE Select,ENST00000548278.2,84934
IQCD,NM_001330452.2,MANE Select,ENST00000416617.3,115811
TPCN1,NM_017901.6,MANE Select,ENST00000335509.11,53373
SLC8B1,NM_001358345.2,MANE Select,ENST00000680972.1,80024
PLBD2,NM_173542.4,MANE Select,ENST00000280800.5,196463
SDS,NM_006843.3,MANE Select,ENST00000257549.9,10993
SDSL,NM_001304993.2,MANE Select,ENST00000403593.9,113675
LHX5,NM_022363.3,MANE Select,ENST00000261731.4,64211
RBM19,NM_016196.4,MANE Select,ENST00000261741.10,9904
TBX5,NM_181486.4,MANE Select,ENST00000405440.7,6910
TBX3,NM_005996.4,MANE Select,ENST00000349155.7,6926
MED13L,NM_015335.5,MANE Select,ENST00000281928.9,23389
MAP1LC3B2,NM_001085481.3,MANE Select,ENST00000556529.4,643246
SPRING1,NM_024738.4,MANE Select,ENST00000261318.5,79794
RNFT2,NM_001382266.1,MANE Select,ENST00000257575.9,84900
HRK,NM_003806.4,MANE Select,ENST00000257572.5,8739
FBXW8,NM_153348.3,MANE Select,ENST00000652555.1,26259
TESC,NM_017899.4,MANE Select,ENST00000335209.12,54997
FBXO21,NM_015002.3,MANE Select,ENST00000622495.5,23014
NOS1,NM_000620.5,MANE Select,ENST00000317775.11,4842
KSR2,NM_173598.6,MANE Select,ENST00000339824.7,283455
RFC5,NM_007370.7,MANE Select,ENST00000454402.7,5985
WSB2,NM_018639.5,MANE Select,ENST00000315436.8,55884
VSIG10,NM_019086.6,MANE Select,ENST00000359236.10,54621
PEBP1,NM_002567.4,MANE Select,ENST00000261313.3,5037
TAOK3,NM_016281.4,MANE Select,ENST00000392533.8,51347
SUDS3,NM_022491.3,MANE Select,ENST00000543473.2,64426
SRRM4,NM_194286.4,MANE Select,ENST00000267260.5,84530
HSPB8,NM_014365.3,MANE Select,ENST00000281938.7,26353
CCDC60,NM_178499.5,MANE Select,ENST00000327554.3,160777
TMEM233,NM_001136534.3,MANE Select,ENST00000426426.3,387890
PRKAB1,NM_006253.5,MANE Select,ENST00000229328.10,5564
CIT,NM_001206999.2,MANE Select,ENST00000392521.7,11113
BICDL1,NM_001367886.1,MANE Select,ENST00000548673.6,92558
RAB35,NM_006861.7,MANE Select,ENST00000229340.10,11021
GCN1,NM_006836.2,MANE Select,ENST00000300648.7,10985
RPLP0,NM_001002.4,MANE Select,ENST00000392514.9,6175
PXN,NM_001385981.1,MANE Select,ENST00000637617.2,5829
SIRT4,NM_012240.3,MANE Select,ENST00000202967.4,23409
PLA2G1B,NM_000928.3,MANE Select,ENST00000308366.9,5319
MSI1,NM_002442.4,MANE Select,ENST00000257552.7,4440
COX6A1,NM_004373.4,MANE Select,ENST00000229379.3,1337
TRIAP1,NM_016399.3,MANE Select,ENST00000546954.2,51499
GATC,NM_176818.3,MANE Select,ENST00000551765.6,283459
SRSF9,NM_003769.3,MANE Select,ENST00000229390.8,8683
DYNLL1,NM_003746.3,MANE Select,ENST00000242577.11,8655
COQ5,NM_032314.4,MANE Select,ENST00000288532.11,84274
RNF10,NM_014868.5,MANE Select,ENST00000325954.9,9921
POP5,NM_015918.4,MANE Select,ENST00000357500.5,51367
CABP1,NM_001033677.2,MANE Select,ENST00000316803.8,9478
MLEC,NM_014730.4,MANE Select,ENST00000228506.8,9761
UNC119B,NM_001080533.3,MANE Select,ENST00000344651.5,84747
ACADS,NM_000017.4,MANE Select,ENST00000242592.9,35
SPPL3,NM_139015.5,MANE Select,ENST00000353487.7,121665
HNF1A,NM_000545.8,MANE Select,ENST00000257555.11,6927
C12orf43,NM_022895.3,MANE Select,ENST00000288757.7,64897
OASL,NM_003733.4,MANE Select,ENST00000257570.10,8638
P2RX7,NM_002562.6,MANE Select,ENST00000328963.10,5027
P2RX4,NM_002560.3,MANE Select,ENST00000337233.9,5025
CAMKK2,NM_001270485.2,MANE Select,ENST00000404169.8,10645
ANAPC5,NM_016237.5,MANE Select,ENST00000261819.8,51433
RNF34,NM_025126.4,MANE Select,ENST00000361234.10,80196
KDM2B,NM_032590.5,MANE Select,ENST00000377071.9,84678
MORN3,NM_173855.5,MANE Select,ENST00000355329.7,283385
TMEM120B,NM_001080825.2,MANE Select,ENST00000449592.7,144404
RHOF,NM_019034.3,MANE Select,ENST00000267205.7,54509
SETD1B,NM_001353345.2,MANE Select,ENST00000604567.6,23067
HPD,NM_002150.3,MANE Select,ENST00000289004.8,3242
PSMD9,NM_002813.7,MANE Select,ENST00000541212.6,5715
CFAP251,NM_144668.6,MANE Select,ENST00000288912.9,144406
BCL7A,NM_001024808.3,MANE Select,ENST00000261822.5,605
MLXIP,NM_014938.6,MANE Select,ENST00000319080.12,22877
LRRC43,NM_001098519.2,MANE Select,ENST00000339777.5,254050
IL31,NM_001014336.2,MANE Select,ENST00000377035.2,386653
B3GNT4,NM_030765.4,MANE Select,ENST00000324189.5,79369
DIABLO,NM_001371333.1,MANE Select,ENST00000464942.7,56616
VPS33A,NM_022916.6,MANE Select,ENST00000267199.9,65082
CLIP1,NM_001247997.2,MANE Select,ENST00000620786.5,6249
ZCCHC8,NM_017612.5,MANE Select,ENST00000633063.3,55596
RSRC2,NM_023012.6,MANE Select,ENST00000331738.12,65117
KNTC1,NM_014708.6,MANE Select,ENST00000333479.12,9735
HCAR2,NM_177551.4,MANE Select,ENST00000328880.6,338442
HCAR3,NM_006018.3,MANE Select,ENST00000528880.3,8843
HCAR1,NM_032554.4,MANE Select,ENST00000432564.3,27198
DENR,NM_003677.5,MANE Select,ENST00000280557.11,8562
CCDC62,NM_201435.5,MANE Select,ENST00000253079.11,84660
HIP1R,NM_003959.3,MANE Select,ENST00000253083.9,9026
VPS37B,NM_024667.3,MANE Select,ENST00000267202.7,79720
ABCB9,NM_019625.4,MANE Select,ENST00000280560.13,23457
OGFOD2,NM_001304833.2,MANE Select,ENST00000228922.12,79676
ARL6IP4,NM_018694.4,MANE Select,ENST00000315580.10,51329
PITPNM2,NM_020845.3,MANE Select,ENST00000320201.10,57605
MPHOSPH9,NM_022782.4,MANE Select,ENST00000606320.6,10198
MTRFR,NM_152269.5,MANE Select,ENST00000253233.6,91574
CDK2AP1,NM_004642.4,MANE Select,ENST00000261692.7,8099
SBNO1,NM_001167856.3,MANE Select,ENST00000602398.3,55206
KMT5A,NM_020382.7,MANE Select,ENST00000402868.8,387893
RILPL2,NM_145058.3,MANE Select,ENST00000280571.10,196383
SNRNP35,NM_022717.4,MANE Select,ENST00000526639.3,11066
RILPL1,NM_178314.5,MANE Select,ENST00000376874.9,353116
TMED2,NM_006815.4,MANE Select,ENST00000262225.8,10959
DDX55,NM_020936.3,MANE Select,ENST00000238146.9,57696
EIF2B1,NM_001414.4,MANE Select,ENST00000424014.7,1967
GTF2H3,NM_001516.5,MANE Select,ENST00000543341.7,2967
TCTN2,NM_024809.5,MANE Select,ENST00000303372.7,79867
ATP6V0A2,NM_012463.4,MANE Select,ENST00000330342.8,23545
DNAH10,NM_001372106.1,MANE Select,ENST00000673944.1,196385
CCDC92,NM_025140.3,MANE Select,ENST00000238156.8,80212
ZNF664,NM_152437.3,MANE Select,ENST00000337815.9,144348
RFLNA,NM_001365156.1,MANE Select,ENST00000546355.4,144347
NCOR2,NM_006312.6,MANE Select,ENST00000405201.6,9612
SCARB1,NM_005505.5,MANE Select,ENST00000261693.11,949
UBC,NM_021009.7,MANE Select,ENST00000339647.6,7316
DHX37,NM_032656.4,MANE Select,ENST00000308736.7,57647
BRI3BP,NM_080626.6,MANE Select,ENST00000341446.9,140707
AACS,NM_023928.5,MANE Select,ENST00000316519.11,65985
TMEM132B,NM_001366854.1,MANE Select,ENST00000682704.1,114795
TMEM132C,NM_001136103.3,MANE Select,ENST00000435159.3,92293
SLC15A4,NM_145648.4,MANE Select,ENST00000266771.10,121260
GLT1D1,NM_144669.3,MANE Select,ENST00000281703.11,144423
TMEM132D,NM_133448.3,MANE Select,ENST00000422113.7,121256
FZD10,NM_007197.4,MANE Select,ENST00000229030.5,11211
PIWIL1,NM_004764.5,MANE Select,ENST00000245255.7,9271
RIMBP2,NM_001393629.1,MANE Select,ENST00000690449.1,23504
STX2,NM_194356.4,MANE Select,ENST00000392373.7,2054
RAN,NM_006325.5,MANE Select,ENST00000543796.6,5901
ADGRD1,NM_198827.5,MANE Select,ENST00000261654.10,283383
SFSWAP,NM_004592.4,MANE Select,ENST00000261674.9,6433
MMP17,NM_016155.7,MANE Select,ENST00000360564.5,4326
ULK1,NM_003565.4,MANE Select,ENST00000321867.6,8408
PUS1,NM_025215.6,MANE Select,ENST00000376649.8,80324
EP400,NM_015409.5,MANE Select,ENST00000389561.7,57634
DDX51,NM_175066.4,MANE Select,ENST00000397333.4,317781
NOC4L,NM_024078.3,MANE Select,ENST00000330579.6,79050
GALNT9,NM_001122636.2,MANE Select,ENST00000328957.13,50614
FBRSL1,NM_001367871.1,MANE Select,ENST00000680143.1,57666
LRCOL1,NM_001195520.2,MANE Select,ENST00000376608.9,100507055
P2RX2,NM_170682.4,MANE Select,ENST00000643471.2,22953
POLE,NM_006231.4,MANE Select,ENST00000320574.10,5426
PXMP2,NM_018663.3,MANE Select,ENST00000317479.8,5827
PGAM5,NM_001170543.2,MANE Select,ENST00000498926.7,192111
ANKLE2,NM_015114.3,MANE Select,ENST00000357997.10,23141
GOLGA3,NM_001389683.1,MANE Select,ENST00000450791.8,2802
CHFR,NM_001161346.2,MANE Select,ENST00000450056.7,55743
ZNF605,NM_183238.4,MANE Select,ENST00000360187.9,100289635
ZNF26,NM_019591.4,MANE Select,ENST00000328654.10,7574
ZNF84,NM_001289971.2,MANE Select,ENST00000539354.6,7637
ZNF140,NM_003440.4,MANE Select,ENST00000355557.7,7699
ZNF891,NM_001277291.2,MANE Select,ENST00000537226.3,101060200
ZNF10,NM_015394.5,MANE Select,ENST00000248211.11,7556
ZNF268,NM_003415.3,MANE Select,ENST00000536435.7,10795
ANHX,NM_001372060.1,MANE Select,ENST00000545940.6,647589
TUBA3C,NM_006001.3,MANE Select,ENST00000400113.8,7278
TPTE2,NM_001395978.1,MANE Select,ENST00000697147.1,93492
MPHOSPH8,NM_017520.4,MANE Select,ENST00000361479.10,54737
PSPC1,NM_001354909.2,MANE Select,ENST00000338910.9,55269
ZMYM5,NM_001142684.2,MANE Select,ENST00000337963.9,9205
ZMYM2,NM_197968.4,MANE Select,ENST00000610343.5,7750
GJA3,NM_021954.4,MANE Select,ENST00000241125.4,2700
GJB2,NM_004004.6,MANE Select,ENST00000382848.5,2706
GJB6,NM_001110219.3,MANE Select,ENST00000647029.1,10804
CRYL1,NM_015974.3,MANE Select,ENST00000298248.12,51084
IFT88,NM_006531.5,MANE Select,ENST00000351808.10,8100
IL17D,NM_001385224.1,MANE Select,ENST00000682841.1,53342
EEF1AKMT1,NM_001318939.2,MANE Select,ENST00000382758.6,221143
XPO4,NM_022459.5,MANE Select,ENST00000255305.11,64328
LATS2,NM_014572.3,MANE Select,ENST00000382592.5,26524
SAP18,NM_005870.5,MANE Select,ENST00000382533.9,10284
SKA3,NM_145061.6,MANE Select,ENST00000314759.6,221150
MRPL57,NM_024026.5,MANE Select,ENST00000309594.5,78988
ZDHHC20,NM_001330059.2,MANE Select,ENST00000400590.8,253832
MICU2,NM_152726.3,MANE Select,ENST00000382374.9,221154
FGF9,NM_002010.3,MANE Select,ENST00000382353.6,2254
SGCG,NM_000231.3,MANE Select,ENST00000218867.4,6445
SACS,NM_014363.6,MANE Select,ENST00000382292.9,26278
TNFRSF19,NM_148957.4,MANE Select,ENST00000248484.9,55504
MIPEP,NM_005932.4,MANE Select,ENST00000382172.4,4285
SPATA13,NM_001166271.3,MANE Select,ENST00000382108.8,221178
C1QTNF9,NM_178540.5,MANE Select,ENST00000332018.5,338872
PARP4,NM_006437.4,MANE Select,ENST00000381989.4,143
ATP12A,NM_001676.7,MANE Select,ENST00000381946.5,479
RNF17,NM_031277.3,MANE Select,ENST00000255324.10,56163
CENPJ,NM_018451.5,MANE Select,ENST00000381884.9,55835
PABPC3,NM_030979.3,MANE Select,ENST00000281589.5,5042
AMER2,NM_152704.4,MANE Select,ENST00000515384.2,219287
MTMR6,NM_004685.5,MANE Select,ENST00000381801.6,9107
NUP58,NM_014089.4,MANE Select,ENST00000381736.8,9818
ATP8A2,NM_016529.6,MANE Select,ENST00000381655.7,51761
SHISA2,NM_001007538.2,MANE Select,ENST00000319420.4,387914
RNF6,NM_005977.4,MANE Select,ENST00000381588.9,6049
CDK8,NM_001260.3,MANE Select,ENST00000381527.8,1024
WASF3,NM_006646.6,MANE Select,ENST00000335327.6,10810
GPR12,NM_005288.4,MANE Select,ENST00000405846.5,2835
USP12,NM_182488.4,MANE Select,ENST00000282344.11,219333
RPL21,NM_000982.4,MANE Select,ENST00000311549.11,6144
RASL11A,NM_206827.2,MANE Select,ENST00000241463.5,387496
GTF3A,NM_002097.3,MANE Select,ENST00000381140.10,2971
MTIF3,NM_152912.5,MANE Select,ENST00000381120.8,219402
LNX2,NM_153371.4,MANE Select,ENST00000316334.5,222484
POLR1D,NM_015972.4,MANE Select,ENST00000302979.5,51082
GSX1,NM_145657.3,MANE Select,ENST00000302945.3,219409
PDX1,NM_000209.4,MANE Select,ENST00000381033.5,3651
CDX2,NM_001265.6,MANE Select,ENST00000381020.8,1045
URAD,NM_001105577.2,MANE Select,ENST00000332715.6,646625
FLT3,NM_004119.3,MANE Select,ENST00000241453.12,2322
PAN3,NM_175854.8,MANE Select,ENST00000380958.8,255967
FLT1,NM_002019.4,MANE Select,ENST00000282397.9,2321
POMP,NM_015932.6,MANE Select,ENST00000380842.5,51371
SLC46A3,NM_181785.4,MANE Select,ENST00000266943.11,283537
MTUS2,NM_001033602.4,MANE Select,ENST00000612955.6,23281
SLC7A1,NM_003045.5,MANE Select,ENST00000380752.10,6541
UBL3,NM_007106.4,MANE Select,ENST00000380680.5,5412
KATNAL1,NM_032116.5,MANE Select,ENST00000380615.8,84056
UBE2L5,NM_001355247.2,MANE Select,ENST00000635918.2,171222
HMGB1,NM_002128.7,MANE Select,ENST00000341423.10,3146
USPL1,NM_005800.5,MANE Select,ENST00000255304.9,10208
ALOX5AP,NM_001629.4,MANE Select,ENST00000380490.5,241
MEDAG,NM_032849.4,MANE Select,ENST00000380482.9,84935
TEX26,NM_152325.3,MANE Select,ENST00000380473.8,122046
HSPH1,NM_006644.4,MANE Select,ENST00000320027.10,10808
B3GLCT,NM_194318.4,MANE Select,ENST00000343307.5,145173
RXFP2,NM_130806.5,MANE Select,ENST00000298386.7,122042
FRY,NM_023037.3,MANE Select,ENST00000542859.6,10129
ZAR1L,NM_001136571.2,MANE Select,ENST00000533490.7,646799
BRCA2,NM_000059.4,MANE Select,ENST00000380152.8,675
N4BP2L1,NM_052818.3,MANE Select,ENST00000380130.7,90634
N4BP2L2,NM_014887.3,MANE Select,ENST00000267068.6,10443
PDS5B,NM_015032.4,MANE Select,ENST00000315596.15,23047
KL,NM_004795.4,MANE Select,ENST00000380099.4,9365
STARD13,NM_178006.4,MANE Select,ENST00000336934.10,90627
RFC3,NM_002915.4,MANE Select,ENST00000380071.8,5983
